WWTW_Name,Phosphorus_Concentration
WOODSTOCK STW,0.2901388885
WOOL STW,0.5244507573636364
WOOLER STW,0.7380179170000001
WOOLSTONE SEWAGE TREATMENT WORKS,0.2310833335
WOOTTON WAWEN WWTW,0.5111805555000001
WRENTHAM WATER RECYCLING CENTRE,0.8019608844285715
WRESTLINGWORTH STW,0.5081285715
WYMONDHAM SEWAGE TREATMENT WORKS,0.5476969696666667
WYMONDHAM WATER RECYCLING CENTRE,0.5111269661
WYTON (EX-RAF) WATER RECYCLING CNTR,0.237994531
YELVERTOFT STW,0.733525641
YEOVIL (PEN MILL) WWTW,0.7944444446666666
YSTRADGYNLAIS WWTW  OFF WIND ROAD,1.02
